ref,dis,mos
339.png,339_len4_len1_st_1.png,2.777777778
74.png,74_len6_gn_1.png,2.333333333
228.png,228_len5_gn_1.png,3.2
247.png,247_len1_bd_1.png,2.8
211.png,211_len6_len3_bd_2.png,1.7
257.png,257_len3_gb_1.png,2.333333333
222.png,222_len1_len4_st_2.png,2.1
337.png,337_len3_len6_gb_3.png,1.9
327.png,327_len5_len3_bd_2.png,2.8
412.png,412_len3_len6_bd_3.png,2.1
395.png,395_len3_len6_gb_2.png,3.2
98.png,98_len3_gb_2.png,3.0
198.png,198_len2_len5_gn_1.png,3.8
206.png,206_len2_gb_3.png,2.3
249.png,249_len2_st_3.png,1.6
210.png,210_len1_len5_st_2.png,3.0
34.png,34_len3_len1_st_2.png,2.75
295.png,295_len3_len6_gb_3.png,2.0
358.png,358_len6_bd_2.png,3.0
421.png,421_len3_len6_gn_3.png,2.333333333
398.png,398_len1_len4_gb_1.png,3.2
397.png,397_len6_st_3.png,2.5
235.png,235_len6_len4_bd_2.png,2.8
6.png,6_len4_len1_st_1.png,2.333333333
414.png,414_len2_bd_2.png,2.8
197.png,197_len1_len4_st_2.png,1.4
19.png,19_len2_len6_gb_3.png,2.4
21.png,21_len6_st_2.png,3.111111111
188.png,188_len2_len5_gn_2.png,2.7
407.png,407_len3_st_1.png,3.1
28.png,28_len2_len6_st_3.png,2.2
141.png,141_len5_bd_1.png,3.0
261.png,261_len4_len1_bd_3.png,1.7
321.png,321_len2_len4_bd_3.png,2.1
367.png,367_len2_gb_3.png,2.5
179.png,179_len1_st_1.png,3.1
339.png,339_len4_len1_bd_1.png,3.375
193.png,193_len4_gb_2.png,2.7
287.png,287_len4_st_2.png,3.125
177.png,177_len3_gn_2.png,2.666666667
415.png,415_len3_len5_st_2.png,2.2
60.png,60_len1_len4_bd_3.png,2.0
398.png,398_len1_len4_gb_2.png,2.2
4.png,4_len3_len5_st_1.png,3.555555556
376.png,376_len3_bd_2.png,3.1
109.png,109_len3_len6_bd_2.png,2.625
139.png,139_len6_gb_3.png,2.3
351.png,351_len2_gn_2.png,3.2
173.png,173_len4_len1_bd_1.png,3.4
13.png,13_len4_len1_bd_3.png,1.714285714
298.png,298_len3_len1_st_2.png,2.2
153.png,153_len1_len4_gb_1.png,2.75
67.png,67_len2_len5_st_1.png,3.125
182.png,182_len1_len4_st_2.png,2.3
127.png,127_len1_bd_2.png,2.714285714
142.png,142_len6_len3_st_3.png,1.9
378.png,378_len3_len5_bd_2.png,2.8
247.png,247_len1_gn_2.png,3.375
419.png,419_len5_gn_3.png,3.1
292.png,292_len5_st_2.png,2.9
398.png,398_len1_gn_1.png,3.8
168.png,168_len5_bd_3.png,2.0
40.png,40_len6_st_1.png,2.8
19.png,19_len2_len6_st_1.png,2.8
370.png,370_len2_len6_bd_3.png,1.6
384.png,384_len1_gn_3.png,2.666666667
386.png,386_len5_len3_st_3.png,2.5
231.png,231_len1_len4_bd_1.png,2.8
420.png,420_len3_bd_3.png,2.222222222
13.png,13_len4_gb_3.png,2.8
329.png,329_len3_st_1.png,3.222222222
186.png,186_len2_bd_1.png,3.4
418.png,418_len5_gb_2.png,3.5
199.png,199_len2_st_1.png,2.666666667
112.png,112_len2_bd_2.png,2.666666667
1.png,1_len3_len6_bd_1.png,2.8
212.png,212_len5_gb_1.png,3.7
197.png,197_len1_gb_1.png,3.666666667
293.png,293_len6_len3_st_3.png,2.555555556
181.png,181_len2_st_3.png,2.8
342.png,342_len3_len6_gb_2.png,2.8
24.png,24_len2_gn_2.png,3.0
154.png,154_len3_len6_gb_1.png,3.4
426.png,426_len5_len2_st_2.png,2.6
196.png,196_len2_bd_1.png,3.5
401.png,401_len1_len4_gn_3.png,3.0
47.png,47_len3_gb_2.png,2.5
95.png,95_len4_gn_2.png,3.111111111
117.png,117_len3_len6_gn_2.png,2.6
429.png,429_len3_len1_gn_3.png,2.7
325.png,325_len3_len6_st_2.png,3.2
412.png,412_len3_bd_2.png,3.2
240.png,240_len5_gn_2.png,2.9
377.png,377_len4_len2_bd_1.png,2.555555556
336.png,336_len4_len1_gn_1.png,3.333333333
59.png,59_len1_len5_gb_1.png,3.7
374.png,374_len1_st_3.png,2.2
335.png,335_len5_len3_bd_3.png,1.888888889
322.png,322_len1_st_2.png,2.777777778
193.png,193_len4_len6_gb_1.png,3.375
100.png,100_len5_st_2.png,2.777777778
179.png,179_len1_bd_3.png,2.2
162.png,162_len1_st_1.png,3.222222222
152.png,152_len2_gn_3.png,2.875
165.png,165_len4_len1_st_3.png,2.222222222
241.png,241_len4_len1_bd_2.png,2.111111111
258.png,258_len2_gn_2.png,3.0
254.png,254_len1_bd_3.png,2.333333333
348.png,348_len3_gb_1.png,3.4
271.png,271_len5_st_2.png,2.5
233.png,233_len4_len1_bd_1.png,3.2
363.png,363_len2_len6_st_2.png,2.777777778
7.png,7_len4_gb_1.png,3.5
124.png,124_len3_st_2.png,2.75
33.png,33_len3_st_1.png,3.8
383.png,383_len3_len1_gn_1.png,3.875
88.png,88_len3_st_3.png,2.0
36.png,36_len1_len5_gb_2.png,2.1
410.png,410_len1_gb_2.png,3.2
38.png,38_len5_len1_gn_3.png,3.2
77.png,77_len5_len2_bd_1.png,3.0
284.png,284_len1_gb_1.png,3.4
45.png,45_len2_len5_gb_2.png,2.4
300.png,300_len2_len5_gb_2.png,2.222222222
364.png,364_len3_st_3.png,1.8
182.png,182_len1_bd_1.png,3.444444444
126.png,126_len1_len4_gb_2.png,1.8
193.png,193_len4_len6_gb_2.png,1.625
369.png,369_len1_bd_1.png,3.0
336.png,336_len4_gb_1.png,3.6
286.png,286_len2_st_1.png,2.9
323.png,323_len4_len1_st_1.png,2.555555556
272.png,272_len3_st_3.png,2.666666667
318.png,318_len4_bd_1.png,2.9
385.png,385_len5_len2_bd_1.png,3.2
11.png,11_len3_len5_gn_3.png,3.2
24.png,24_len2_st_3.png,3.3
83.png,83_len5_bd_2.png,2.9
12.png,12_len1_len4_gb_1.png,3.3
419.png,419_len5_st_2.png,3.25
310.png,310_len4_len1_gn_1.png,3.2
325.png,325_len3_bd_3.png,1.8
241.png,241_len4_gb_1.png,3.444444444
183.png,183_len2_len5_gb_1.png,3.125
95.png,95_len4_st_3.png,1.888888889
261.png,261_len4_len1_gb_2.png,2.2
362.png,362_len2_len5_st_2.png,2.222222222
16.png,16_len5_gb_1.png,3.0
87.png,87_len3_st_2.png,3.0
190.png,190_len2_bd_1.png,3.777777778
244.png,244_len4_st_3.png,2.5
147.png,147_len5_st_2.png,3.0
382.png,382_len4_len1_gn_2.png,2.666666667
345.png,345_len2_gn_2.png,3.111111111
304.png,304_len3_len6_gn_1.png,3.2
70.png,70_len1_len4_bd_1.png,3.2
307.png,307_len4_len2_gb_3.png,1.875
300.png,300_len2_bd_3.png,2.2
270.png,270_len1_len4_st_2.png,3.2
114.png,114_len1_gb_3.png,2.3
9.png,9_len6_gn_2.png,3.4
106.png,106_len6_gb_1.png,3.0
163.png,163_len5_len2_bd_1.png,3.6
55.png,55_len5_gn_2.png,3.2
388.png,388_len3_len6_st_1.png,3.2
393.png,393_len3_len6_gb_1.png,3.2
230.png,230_len3_bd_1.png,3.222222222
223.png,223_len3_gn_2.png,3.1
286.png,286_len2_len6_st_3.png,1.875
334.png,334_len2_len4_gb_3.png,1.8
57.png,57_len1_st_2.png,2.8
415.png,415_len3_gn_3.png,2.444444444
248.png,248_len2_len5_gb_3.png,2.3
43.png,43_len6_len4_bd_2.png,2.375
403.png,403_len3_len6_gn_2.png,3.0
103.png,103_len1_gn_1.png,3.375
367.png,367_len2_gn_3.png,3.222222222
185.png,185_len6_len3_gn_1.png,3.8
420.png,420_len3_gn_1.png,3.2
98.png,98_len3_len6_st_1.png,2.3
380.png,380_len2_len6_bd_3.png,2.2
186.png,186_len2_st_3.png,1.8
405.png,405_len3_len6_bd_3.png,1.7
247.png,247_len1_len5_bd_1.png,3.444444444
370.png,370_len2_bd_2.png,2.7
79.png,79_len1_len3_bd_2.png,2.375
237.png,237_len3_gn_2.png,3.2
46.png,46_len2_len6_st_2.png,2.9
336.png,336_len4_gn_3.png,3.0
115.png,115_len6_gn_3.png,2.2
21.png,21_len6_st_3.png,2.8
100.png,100_len5_len2_gn_2.png,3.0
259.png,259_len5_bd_1.png,3.5
200.png,200_len3_gn_3.png,2.75
331.png,331_len3_len5_st_3.png,1.555555556
231.png,231_len1_len4_gb_2.png,2.125
379.png,379_len5_bd_3.png,1.8
282.png,282_len1_len4_gn_1.png,3.2
122.png,122_len1_len4_gn_3.png,2.666666667
73.png,73_len4_len1_bd_2.png,2.3
319.png,319_len3_len6_st_2.png,1.5
39.png,39_len3_len1_gn_3.png,2.375
321.png,321_len2_gn_2.png,2.8
18.png,18_len5_gb_1.png,2.375
327.png,327_len5_len3_gb_1.png,3.555555556
280.png,280_len6_st_2.png,2.2
47.png,47_len3_len5_gn_3.png,2.222222222
273.png,273_len3_gn_3.png,2.444444444
106.png,106_len6_len2_st_2.png,2.125
94.png,94_len5_len2_gn_1.png,3.8
78.png,78_len4_len6_gb_3.png,2.2
91.png,91_len4_len6_bd_1.png,3.375
378.png,378_len3_len5_gb_1.png,3.444444444
339.png,339_len4_len1_st_3.png,2.142857143
308.png,308_len1_st_2.png,2.6
326.png,326_len5_gn_2.png,3.2
400.png,400_len2_bd_2.png,3.0
388.png,388_len3_gn_1.png,4.0
356.png,356_len6_bd_2.png,3.2
392.png,392_len5_gn_1.png,3.4
282.png,282_len1_len4_gb_2.png,2.625
187.png,187_len5_len2_gb_2.png,2.4
346.png,346_len1_len3_st_3.png,2.2
398.png,398_len1_bd_3.png,2.2
269.png,269_len3_len5_gn_3.png,2.571428571
23.png,23_len4_len1_st_3.png,2.3
330.png,330_len3_len5_st_3.png,1.8
159.png,159_len4_len1_gb_2.png,2.2
178.png,178_len4_gb_2.png,2.888888889
129.png,129_len2_st_3.png,2.2
314.png,314_len5_gb_3.png,2.75
396.png,396_len4_st_2.png,2.8
396.png,396_len4_len6_bd_1.png,2.555555556
224.png,224_len3_len6_gb_3.png,2.2
270.png,270_len1_gb_3.png,2.3
64.png,64_len1_gn_2.png,3.3
224.png,224_len3_gb_2.png,3.2
153.png,153_len1_len4_bd_3.png,1.6
152.png,152_len2_len5_gb_3.png,1.9
360.png,360_len2_len6_gn_2.png,2.444444444
313.png,313_len2_gn_2.png,3.0
162.png,162_len1_gn_1.png,3.5
35.png,35_len4_len1_st_2.png,2.6
340.png,340_len3_st_2.png,3.0
145.png,145_len6_gb_1.png,3.3
305.png,305_len2_bd_1.png,3.2
291.png,291_len3_len6_gb_3.png,2.0
295.png,295_len3_len6_gn_1.png,3.777777778
126.png,126_len1_len4_gn_3.png,2.444444444
55.png,55_len5_len2_gn_1.png,3.3
345.png,345_len2_st_1.png,2.8
93.png,93_len4_gn_2.png,3.2
344.png,344_len2_gn_3.png,2.571428571
36.png,36_len1_bd_3.png,2.375
427.png,427_len2_len4_bd_1.png,2.6
349.png,349_len3_len5_bd_2.png,2.222222222
44.png,44_len2_len6_bd_1.png,2.8
264.png,264_len2_gb_3.png,2.3
171.png,171_len3_len6_gb_1.png,3.1
67.png,67_len2_len5_gn_3.png,2.8
194.png,194_len4_st_2.png,2.333333333
323.png,323_len4_len1_st_2.png,1.8
214.png,214_len3_len6_gb_1.png,3.2
317.png,317_len5_len1_gn_3.png,2.222222222
132.png,132_len6_gb_3.png,2.888888889
39.png,39_len3_st_3.png,2.6
429.png,429_len3_len1_gb_1.png,2.777777778
376.png,376_len3_len1_st_3.png,2.666666667
61.png,61_len4_gn_3.png,3.0
421.png,421_len3_len6_bd_1.png,3.0
369.png,369_len1_len3_bd_1.png,3.2
211.png,211_len6_len3_gb_1.png,2.4
196.png,196_len2_len5_bd_1.png,3.111111111
317.png,317_len5_len1_gb_1.png,3.0
13.png,13_len4_len1_gn_2.png,3.1
365.png,365_len3_len6_gb_2.png,2.3
174.png,174_len6_len3_gn_2.png,2.7
196.png,196_len2_len5_bd_2.png,2.8
285.png,285_len1_st_1.png,2.2
321.png,321_len2_st_1.png,3.2
411.png,411_len4_gn_1.png,3.8
260.png,260_len4_len6_bd_3.png,2.0
312.png,312_len5_len3_gn_2.png,2.7
32.png,32_len2_bd_2.png,3.222222222
322.png,322_len1_gb_1.png,3.7
378.png,378_len3_gb_3.png,2.4
212.png,212_len5_bd_3.png,2.8
56.png,56_len1_bd_1.png,2.8
72.png,72_len6_len2_st_3.png,2.0
353.png,353_len2_bd_2.png,2.9
395.png,395_len3_len6_st_1.png,3.0
410.png,410_len1_gn_3.png,3.0
51.png,51_len3_st_1.png,3.2
218.png,218_len5_len2_st_1.png,2.333333333
412.png,412_len3_st_1.png,2.888888889
98.png,98_len3_bd_1.png,3.625
16.png,16_len5_bd_3.png,2.4
309.png,309_len3_gb_2.png,2.8
121.png,121_len1_gn_3.png,3.0
53.png,53_len4_len1_gn_2.png,2.2
304.png,304_len3_len6_bd_3.png,1.4
267.png,267_len2_st_1.png,3.1
155.png,155_len2_bd_3.png,1.777777778
266.png,266_len2_len5_gb_3.png,1.625
81.png,81_len4_len6_st_3.png,1.222222222
164.png,164_len6_len3_bd_1.png,2.3
95.png,95_len4_gb_3.png,2.0
60.png,60_len1_len4_st_1.png,2.857142857
324.png,324_len5_len3_bd_2.png,2.875
195.png,195_len4_bd_1.png,3.1
418.png,418_len5_len3_gb_3.png,1.8
113.png,113_len3_gb_2.png,2.8
191.png,191_len2_gn_3.png,2.285714286
424.png,424_len4_gn_1.png,3.6
317.png,317_len5_st_2.png,2.2
272.png,272_len3_len6_gn_2.png,2.9
240.png,240_len5_gb_3.png,2.6
205.png,205_len3_bd_2.png,2.3
139.png,139_len6_gb_2.png,3.111111111
29.png,29_len6_bd_1.png,3.8
284.png,284_len1_st_3.png,2.0
368.png,368_len3_len6_gn_3.png,2.375
346.png,346_len1_st_1.png,3.1
252.png,252_len2_gb_3.png,2.8
106.png,106_len6_gb_2.png,3.2
110.png,110_len5_st_1.png,2.7
87.png,87_len3_bd_2.png,2.8
426.png,426_len2_st_2.png,3.222222222
355.png,355_len3_bd_3.png,2.3
268.png,268_len4_gb_1.png,4.0
380.png,380_len2_gn_1.png,3.2
109.png,109_len3_len6_st_3.png,2.2
84.png,84_len4_gb_2.png,1.8
368.png,368_len3_len6_st_2.png,2.2
424.png,424_len4_gb_2.png,2.8
216.png,216_len2_len5_bd_3.png,1.8
124.png,124_len3_gn_3.png,3.0
356.png,356_len6_st_1.png,3.444444444
194.png,194_len4_st_1.png,3.333333333
200.png,200_len3_bd_2.png,2.0
42.png,42_len3_bd_2.png,2.777777778
427.png,427_len2_len4_bd_2.png,1.8
429.png,429_len1_bd_3.png,2.2
259.png,259_len5_len2_bd_3.png,1.6
246.png,246_len4_len2_bd_2.png,1.8
206.png,206_len2_len5_bd_1.png,3.0
420.png,420_len3_len6_bd_3.png,1.888888889
93.png,93_len4_bd_2.png,3.2
37.png,37_len5_len2_bd_2.png,2.2
45.png,45_len2_st_1.png,3.9
429.png,429_len1_gb_3.png,2.2
8.png,8_len1_len4_gb_2.png,2.25
166.png,166_len4_gn_2.png,3.0
379.png,379_len5_gb_3.png,2.111111111
260.png,260_len4_gn_2.png,3.0
421.png,421_len3_gn_2.png,3.2
194.png,194_len4_gb_1.png,2.8
9.png,9_len6_gn_3.png,3.333333333
23.png,23_len4_len1_gn_3.png,2.3
60.png,60_len1_bd_3.png,2.2
169.png,169_len6_gb_2.png,3.0
127.png,127_len1_len4_bd_3.png,1.8
69.png,69_len4_gb_2.png,2.222222222
296.png,296_len6_gb_3.png,2.2
306.png,306_len2_bd_1.png,2.888888889
103.png,103_len1_bd_1.png,3.285714286
395.png,395_len3_len6_st_2.png,2.8
292.png,292_len5_len3_gb_2.png,2.5
354.png,354_len5_len3_st_3.png,1.8
142.png,142_len6_st_1.png,3.2
147.png,147_len5_len2_gn_3.png,2.8
41.png,41_len3_len6_st_3.png,2.222222222
189.png,189_len4_st_1.png,3.1
349.png,349_len3_bd_3.png,2.125
355.png,355_len3_len5_gb_1.png,3.4
264.png,264_len2_len4_gb_3.png,1.7
150.png,150_len2_st_3.png,2.111111111
9.png,9_len6_len2_gb_1.png,3.5
49.png,49_len5_gb_1.png,3.4
83.png,83_len5_len2_gn_3.png,2.25
350.png,350_len2_gb_2.png,3.0
141.png,141_len5_len2_st_3.png,1.777777778
376.png,376_len3_gn_2.png,3.2
387.png,387_len1_len4_gb_3.png,2.111111111
138.png,138_len4_gb_1.png,3.666666667
207.png,207_len1_len4_st_3.png,1.555555556
124.png,124_len3_gn_1.png,4.2
148.png,148_len6_bd_2.png,3.2
21.png,21_len6_len2_bd_3.png,1.625
119.png,119_len3_bd_3.png,2.2
214.png,214_len3_len6_gn_2.png,2.666666667
289.png,289_len4_len2_st_1.png,2.7
50.png,50_len6_gb_2.png,2.8
363.png,363_len2_len6_gn_2.png,2.4
223.png,223_len3_len6_bd_1.png,3.3
372.png,372_len3_gb_1.png,3.75
239.png,239_len4_len1_bd_3.png,1.222222222
351.png,351_len2_bd_3.png,2.1
356.png,356_len6_len3_gn_1.png,3.625
8.png,8_len1_len4_gn_2.png,3.0
14.png,14_len2_len6_st_3.png,1.9
221.png,221_len6_len3_bd_1.png,2.875
140.png,140_len4_len6_gn_2.png,2.2
281.png,281_len4_len6_gn_1.png,3.555555556
428.png,428_len3_len6_bd_3.png,1.555555556
316.png,316_len5_len2_gn_2.png,2.8
67.png,67_len2_gb_2.png,3.5
274.png,274_len3_gn_3.png,3.2
217.png,217_len2_bd_2.png,3.2
359.png,359_len4_gb_3.png,2.8
14.png,14_len2_gb_2.png,2.8
374.png,374_len1_len4_gb_2.png,2.5
336.png,336_len4_len1_st_3.png,1.8
306.png,306_len2_st_3.png,2.0
29.png,29_len6_len2_bd_3.png,1.5
168.png,168_len5_st_2.png,2.888888889
296.png,296_len6_len2_st_2.png,2.1
409.png,409_len2_len5_st_2.png,2.555555556
290.png,290_len3_gn_2.png,2.4
342.png,342_len3_len6_bd_1.png,3.0
404.png,404_len3_len1_gn_3.png,2.2
18.png,18_len5_gn_2.png,3.4
76.png,76_len5_gb_3.png,2.9
238.png,238_len5_gn_1.png,4.2
365.png,365_len3_len6_st_3.png,2.0
149.png,149_len3_len6_gb_3.png,1.7
66.png,66_len4_gn_3.png,3.1
268.png,268_len4_gb_3.png,2.333333333
181.png,181_len2_bd_2.png,2.2
355.png,355_len3_len5_st_2.png,2.0
90.png,90_len5_gn_1.png,3.777777778
42.png,42_len3_len1_st_2.png,2.8
5.png,5_len5_len3_gb_3.png,2.0
35.png,35_len4_gn_1.png,3.888888889
44.png,44_len2_len6_bd_3.png,2.2
369.png,369_len1_st_3.png,2.2
137.png,137_len4_gb_1.png,3.6
326.png,326_len5_len2_gb_1.png,3.2
284.png,284_len1_len4_bd_2.png,1.8
105.png,105_len5_len3_st_3.png,1.7
62.png,62_len5_len2_bd_1.png,3.2
361.png,361_len2_bd_1.png,2.9
346.png,346_len1_len3_gb_3.png,1.8
298.png,298_len3_len1_bd_3.png,1.555555556
267.png,267_len2_len5_gn_1.png,3.3
115.png,115_len6_st_2.png,3.0
409.png,409_len2_gb_2.png,3.0
424.png,424_len4_st_3.png,2.888888889
46.png,46_len2_st_2.png,3.444444444
40.png,40_len6_bd_3.png,2.0
266.png,266_len2_gn_2.png,2.5
298.png,298_len3_len1_st_3.png,1.2
100.png,100_len5_len2_bd_3.png,2.0
27.png,27_len1_gn_3.png,2.8
145.png,145_len6_bd_2.png,2.2
208.png,208_len4_gn_2.png,3.2
343.png,343_len3_len5_gn_1.png,3.8
334.png,334_len2_len4_gb_1.png,3.5
212.png,212_len5_len2_gb_2.png,2.375
368.png,368_len3_len6_gb_2.png,2.444444444
364.png,364_len3_bd_3.png,2.125
43.png,43_len6_st_1.png,2.2
155.png,155_len2_bd_1.png,3.2
90.png,90_len5_bd_2.png,3.2
208.png,208_len4_len1_st_2.png,3.0
65.png,65_len4_gb_2.png,2.4
52.png,52_len1_st_1.png,3.9
372.png,372_len3_gn_3.png,3.8
240.png,240_len5_gn_1.png,3.7
204.png,204_len4_len1_gb_1.png,3.8
117.png,117_len3_st_2.png,3.1
408.png,408_len5_gb_3.png,2.5
151.png,151_len3_st_3.png,2.444444444
23.png,23_len4_len1_gn_2.png,2.9
94.png,94_len5_len2_gb_3.png,1.6
152.png,152_len2_len5_st_3.png,1.6
138.png,138_len4_len1_gn_2.png,3.0
392.png,392_len5_len2_bd_1.png,3.8
234.png,234_len5_bd_2.png,3.8
255.png,255_len5_len1_bd_2.png,2.625
163.png,163_len5_len1_st_3.png,1.7
21.png,21_len6_gb_3.png,2.333333333
76.png,76_len5_st_2.png,2.7
119.png,119_len3_gn_3.png,2.666666667
221.png,221_len6_len3_gb_3.png,1.8
244.png,244_len4_len1_gb_1.png,3.2
47.png,47_len3_st_3.png,2.444444444
297.png,297_len2_bd_1.png,2.666666667
396.png,396_len4_bd_1.png,3.625
314.png,314_len5_len2_gn_2.png,2.375
86.png,86_len4_len1_gb_2.png,2.4
405.png,405_len3_st_1.png,2.2
127.png,127_len1_gn_2.png,2.9
292.png,292_len5_len3_gn_3.png,2.333333333
57.png,57_len1_len4_bd_1.png,3.4
224.png,224_len3_gb_1.png,3.5
405.png,405_len3_len6_gb_2.png,3.0
86.png,86_len4_gb_2.png,2.75
66.png,66_len4_len6_gb_3.png,2.0
285.png,285_len1_len3_gb_2.png,2.777777778
268.png,268_len4_bd_1.png,3.7
138.png,138_len4_bd_3.png,1.9
70.png,70_len1_bd_3.png,1.8
63.png,63_len3_len6_gn_1.png,3.0
390.png,390_len2_bd_2.png,4.0
335.png,335_len5_len3_gn_3.png,2.8
329.png,329_len3_len1_gn_3.png,2.25
298.png,298_len3_gn_1.png,3.2
145.png,145_len6_st_2.png,2.125
63.png,63_len3_st_3.png,1.888888889
383.png,383_len3_gn_2.png,3.6
356.png,356_len6_len3_st_3.png,2.333333333
412.png,412_len3_len6_gn_2.png,2.666666667
36.png,36_len1_st_3.png,2.666666667
269.png,269_len3_gn_1.png,3.4
134.png,134_len4_gb_1.png,3.4
175.png,175_len5_bd_2.png,3.0
316.png,316_len5_st_1.png,3.2
345.png,345_len2_st_3.png,2.4
337.png,337_len3_gn_1.png,3.0
386.png,386_len5_len3_bd_3.png,2.3
222.png,222_len1_len4_bd_1.png,2.7
347.png,347_len3_len6_st_1.png,3.2
34.png,34_len3_len1_gb_3.png,1.8
377.png,377_len4_gn_2.png,3.2
68.png,68_len3_gn_3.png,3.2
381.png,381_len1_len4_bd_1.png,3.111111111
69.png,69_len4_len1_st_1.png,2.777777778
48.png,48_len4_st_1.png,3.0
147.png,147_len5_len2_gn_1.png,3.8
187.png,187_len5_len2_bd_1.png,2.6
203.png,203_len6_gb_2.png,2.666666667
418.png,418_len5_len3_st_2.png,2.6
273.png,273_len3_bd_2.png,3.2
147.png,147_len5_gb_3.png,3.0
362.png,362_len2_len5_st_3.png,2.0
295.png,295_len3_len6_st_1.png,3.4
261.png,261_len4_st_1.png,3.444444444
140.png,140_len4_bd_3.png,1.8
335.png,335_len5_st_2.png,2.0
110.png,110_len5_len2_gn_3.png,2.4
137.png,137_len4_gn_3.png,3.0
249.png,249_len2_len5_gn_3.png,2.3
173.png,173_len4_len1_st_2.png,1.8
428.png,428_len3_len6_gn_3.png,2.0
149.png,149_len3_bd_3.png,1.2
123.png,123_len4_len1_st_2.png,2.222222222
42.png,42_len3_len1_gb_1.png,3.2
166.png,166_len4_len1_gb_3.png,2.4
152.png,152_len2_st_2.png,2.555555556
183.png,183_len2_len5_st_2.png,2.222222222
234.png,234_len5_len2_gn_2.png,2.6
32.png,32_len2_len6_st_3.png,1.9
99.png,99_len6_len2_gn_3.png,2.666666667
328.png,328_len2_gb_2.png,2.888888889
21.png,21_len6_len2_bd_2.png,2.5
220.png,220_len3_bd_1.png,3.3
32.png,32_len2_gb_1.png,3.777777778
364.png,364_len3_st_1.png,2.2
121.png,121_len1_st_3.png,2.2
350.png,350_len2_gn_3.png,3.111111111
368.png,368_len3_len6_bd_3.png,2.222222222
53.png,53_len4_len1_gb_1.png,2.6
336.png,336_len4_len1_gb_1.png,3.444444444
60.png,60_len1_gn_3.png,2.8
321.png,321_len2_len4_gn_3.png,2.5
315.png,315_len6_len2_gb_1.png,3.0
110.png,110_len5_gb_3.png,2.375
124.png,124_len3_gb_3.png,3.0
216.png,216_len2_len5_bd_1.png,2.875
230.png,230_len3_len6_bd_2.png,2.8
341.png,341_len2_st_2.png,3.4
73.png,73_len4_gn_3.png,3.0
366.png,366_len3_gn_1.png,4.0
8.png,8_len1_gb_3.png,2.222222222
308.png,308_len1_st_3.png,2.7
264.png,264_len2_len4_gb_1.png,2.7
180.png,180_len3_bd_2.png,2.6
409.png,409_len2_len5_bd_3.png,2.1
221.png,221_len6_bd_1.png,3.8
243.png,243_len1_st_2.png,2.8
412.png,412_len3_len6_gn_3.png,2.555555556
45.png,45_len2_gn_2.png,3.3
186.png,186_len2_st_2.png,2.2
273.png,273_len3_len6_gn_1.png,3.5
100.png,100_len5_len2_gb_2.png,2.7
6.png,6_len4_len1_gn_1.png,3.222222222
158.png,158_len2_len5_gb_2.png,3.2
18.png,18_len5_len3_gb_2.png,1.8
275.png,275_len3_len6_gn_2.png,2.9
114.png,114_len1_len4_gb_3.png,1.777777778
430.png,430_len4_gn_1.png,3.714285714
343.png,343_len3_st_1.png,2.8
11.png,11_len3_st_1.png,2.2
35.png,35_len4_gn_2.png,3.222222222
235.png,235_len6_len4_gn_1.png,3.5
398.png,398_len1_gn_3.png,2.6
211.png,211_len6_gn_1.png,3.2
120.png,120_len1_bd_2.png,2.444444444
23.png,23_len4_len1_st_1.png,3.75
279.png,279_len5_gb_2.png,2.8
153.png,153_len1_bd_3.png,2.2
311.png,311_len5_len3_gn_1.png,3.3
347.png,347_len3_len6_bd_3.png,1.5
277.png,277_len4_st_3.png,2.2
165.png,165_len4_gn_3.png,3.1
90.png,90_len5_len2_bd_2.png,3.0
136.png,136_len4_len1_st_2.png,2.285714286
351.png,351_len2_gb_1.png,3.1
22.png,22_len1_st_1.png,3.8
423.png,423_len3_gb_1.png,3.7
179.png,179_len1_gn_2.png,2.571428571
8.png,8_len1_len4_st_1.png,2.5
106.png,106_len6_len2_gb_3.png,1.8
363.png,363_len2_st_1.png,2.777777778
113.png,113_len3_len6_gn_2.png,2.8
329.png,329_len3_gn_1.png,3.6
334.png,334_len2_len4_st_3.png,1.3
20.png,20_len3_len6_gn_2.png,2.8
41.png,41_len3_gn_2.png,3.2
275.png,275_len3_len6_gb_1.png,3.444444444
125.png,125_len2_len4_gb_2.png,2.1
366.png,366_len3_bd_2.png,2.8
238.png,238_len5_len2_gn_3.png,2.375
3.png,3_len5_len2_bd_3.png,2.111111111
111.png,111_len5_len2_st_1.png,2.444444444
280.png,280_len6_len3_gb_3.png,2.333333333
18.png,18_len5_gb_2.png,2.555555556
173.png,173_len4_gn_2.png,2.6
74.png,74_len6_gb_2.png,2.0
229.png,229_len1_len5_st_2.png,2.3
237.png,237_len3_len5_gb_3.png,1.2
148.png,148_len6_len3_st_1.png,3.4
15.png,15_len2_bd_1.png,2.8
370.png,370_len2_gb_1.png,3.2
255.png,255_len5_gb_3.png,2.5
396.png,396_len4_len6_st_2.png,2.8
285.png,285_len1_gn_3.png,2.25
374.png,374_len1_st_2.png,2.0
11.png,11_len3_len5_bd_2.png,2.6
134.png,134_len4_gn_1.png,3.333333333
423.png,423_len3_len6_bd_1.png,3.125
100.png,100_len5_st_1.png,2.2
134.png,134_len4_len1_bd_3.png,1.7
108.png,108_len3_len6_gn_1.png,3.666666667
118.png,118_len3_bd_3.png,2.0
192.png,192_len1_gn_1.png,4.0
